Brand,TAC,SPECS
Motorola,35179202,Motorola ROKR E8
Sony Ericsson,35179603,Sony Ericsson K330c
Motorola,35180002,Motorola MOTOFONE F3
Sony Ericsson,35180603,Sony Ericsson W705
Sony Ericsson,35180703,Sony Ericsson W705
Sony Ericsson,35180803,Sony Ericsson W705
Sony Ericsson,35180903,Sony Ericsson W715
Huawei,35182103,Huawei V735
Samsung,35182602,Samsung SGH-M120
Huawei,35182701,Huawei E220
Sony Ericsson,35182902,Sony Ericsson K850
Sony Ericsson,35183901,Sony Ericsson Z525
Sony Ericsson,35184101,Sony Ericsson Z525
BlackBerry,35184103,BlackBerry Blackberry 8820
BlackBerry,35184503,BlackBerry Blackberry Bold 9000
BlackBerry,35184603,BlackBerry Blackberry Bold 9000
BenQ,35185100,BenQ 56D93 Vulcan-3C
BenQ,35185200,BenQ 56D94 Vulcan-4C
Samsung,35187202,Samsung SGH-F480
Sony Ericsson,35188303,Sony Ericsson T280
Samsung,35189102,Samsung SGH-G600
Sony Ericsson,35190102,Sony Ericsson K510
Sony Ericsson,35190301,Sony Ericsson SO903i
Samsung,35190702,Samsung SGH-D900i
Samsung,35191403,Samsung SGH-T919 Behold
Samsung,35191503,Samsung SGH-T919 Behold
Sony Ericsson,35192600,Sony Ericsson T230
Sony Ericsson,35192700,Sony Ericsson T230
Sony Ericsson,35192800,Sony Ericsson T230
Sony Ericsson,35192900,Sony Ericsson T230
Sony Ericsson,35193000,Sony Ericsson Z600
Sony Ericsson,35193300,Sony Ericsson Z600
HTC,35193900,HTC Voyager
Sony Ericsson,35194201,Sony Ericsson K618i
ZTE,35195902,ZTE 527
Motorola,35196101,Motorola RAZR V3i
BlackBerry,35196102,BlackBerry Blackberry Pearl 8110
Sony Ericsson,35196600,Sony Ericsson P900
Sagem,35197202,Sagem my721x
Amoisonic,35197701,Amoisonic E70
Samsung,35197801,Samsung SGH-Z370
Sony Ericsson,35198700,Sony Ericsson T230
Alcatel,35198902,Alcatel One Touch S520X
Sony Ericsson,35199000,Sony Ericsson T610
Alcatel,35199002,Alcatel One Touch S621
Samsung,35200101,Samsung SGH-D807
Samsung,35200301,Samsung SGH-E900
Vitelcom,35200400,Vitelcom TSM1
LG,35200802,LG KP110
LG,35200902,LG KF600
Sony Ericsson,35201402,Sony Ericsson W200
Alcatel,35202103,Alcatel One Touch E280
Sony Ericsson,35202203,Sony Ericsson C905
Nokia,35202702,Nokia 6500 slide
Nokia,35202802,Nokia 5610 XpressMusic
Samsung,35202803,Samsung SGH-S8000
BenQ,35203200,BenQ 56W10
BenQ,35203300,BenQ 56W10
Nokia,35203602,Nokia 1600
Telit,35203900,Telit G40
Sony Ericsson,35204503,Sony Ericsson C510
Sony Ericsson,35204603,Sony Ericsson C510
Sony Ericsson,35204703,Sony Ericsson C510
Nokia,35205602,Nokia 3500 classic
Samsung,35206001,Samsung SGH-C240
Sony Ericsson,35206501,Sony Ericsson M608
Sony Ericsson,35206601,Sony Ericsson J220
Samsung,35206901,Samsung SGH-Z230
Nokia,35207302,Nokia E51
LG,35207403,LG KS360
Amoisonic,35209101,Amoisonic MD2
BlackBerry,35210903,BlackBerry Blackberry Storm 9530
BlackBerry,35211003,BlackBerry Blackberry Storm 9530
Sony Ericsson,35212501,Sony Ericsson Z550
LG,35212602,LG KP130
BenQ,35212700,BenQ S820C
BlackBerry,35212701,BlackBerry Blackberry Pearl 8100
LG,35212702,LG KP235
LG,35212802,LG KP230
LG,35212902,LG KP115
Samsung,35213502,Samsung SGH-M620
Samsung,35214002,Samsung SGH-L770
Sagem,35214801,Sagem my100X
LG,35215403,LG KM900 Arena
Sony Ericsson,35216203,Sony Ericsson F305
BenQ,35217100,BenQ M775C
Arima Communication,35217202,Arima Communication ETEN M750
Samsung,35218803,Samsung SGH-J770
Samsung,35219301,Samsung SGH-C130
Samsung,35219501,Samsung SGH-X210
BlackBerry,35219903,BlackBerry Blackberry Pearl Flip 8220
Panasonic,35220300,Panasonic G50
Sony Ericsson,35220601,Sony Ericsson K790
Sony Ericsson,35220701,Sony Ericsson K790
Sony Ericsson,35220801,Sony Ericsson K790
Samsung,35221203,Samsung S5230 Star
Samsung,35222802,Samsung SGH-T229
Sony Ericsson,35223902,Sony Ericsson K770i
Samsung,35224002,Samsung SGH-C300
Sony Ericsson,35224102,Sony Ericsson W580
Motorola,35224301,Motorola V3i
Sony Ericsson,35224903,Sony Ericsson Z750a
Huawei,35226802,Huawei E176
BenQ,35230300,BenQ Benten 938
Alcatel,35231501,Alcatel One Touch E230
BenQ,35231700,BenQ Noka A18
ZTE,35232201,ZTE F850
Sony Ericsson,35233501,Sony Ericsson W300
Huawei,35234001,Huawei E630+
Alcatel,35234102,Alcatel One Touch S107
Alcatel,35234802,Alcatel One Touch S218
Samsung,35235301,Samsung SGH-E376
ZTE,35235302,ZTE X760
Telsda,35235700,Telsda unknown
Sony Ericsson,35236203,Sony Ericsson W395
Sony Ericsson,35238001,Sony Ericsson SO703i
Sony Ericsson,35238202,Sony Ericsson W890
Sony Ericsson,35238402,Sony Ericsson K770i
Samsung,35238502,Samsung SGH-P960
Alcatel,35239402,Alcatel One Touch S319
Alcatel,35239502,Alcatel One Touch S320
Alcatel,35240802,Alcatel One Touch S120
Asus,35240901,Asus P525
Alcatel,35240902,Alcatel One Touch S120
Huawei,35242102,Huawei U1220
Philips,35242201,Philips S660
LG,35242701,LG L601i
BenQ,35243000,BenQ 56M32
Sony Ericsson,35243002,Sony Ericsson W580
Sony Ericsson,35243402,Sony Ericsson K200
Samsung,35243602,Samsung SGH-D407
Samsung,35244202,Samsung U900 Soul
Samsung,35244701,Samsung SGH-E890
Samsung,35244903,Samsung SGH-F480
Samsung,35245003,Samsung SGH-J700
Huawei,35245102,Huawei U1220
BenQ,35245400,BenQ Sunny Unitach U68
ZTE,35245503,ZTE X760
ZTE,35246303,ZTE X761
Siemens,35246500,Siemens C62
Motorola,35247702,Motorola W230
Sony Ericsson,35248103,Sony Ericsson K330c
Motorola,35248302,Motorola W230
Samsung,35248501,Samsung SGH-X520
Motorola,35248502,Motorola W270
Motorola,35248702,Motorola EM25
Sagem,35248801,Sagem my210x
Motorola,35248802,Motorola U9
Motorola,35249002,Motorola ROKR E8
Motorola,35249202,Motorola VE70
Motorola,35249302,Motorola V3i
Motorola,35249502,Motorola W156
Motorola,35249902,Motorola U9
Motorola,35250002,Motorola VU20
Nokia,35252500,Nokia 3100
Samsung,35254602,Samsung SGH-i200
Samsung,35255001,Samsung SGH-X210
Samsung,35255101,Samsung SGH-F300
Philips,35255601,Philips 598
Sony Ericsson,35256002,Sony Ericsson W580
Samsung,35256202,Samsung SGH-E250
Samsung,35256301,Samsung SGH-T509
Samsung,35256302,Samsung SGH-G400 Soul
Sony Ericsson,35256902,Sony Ericsson W200
Sony Ericsson,35257002,Sony Ericsson K320i
Sony Ericsson,35257102,Sony Ericsson K660i
Siemens,35258100,Siemens Xelibri 8
Samsung,35258103,Samsung SGH-E1100 Guru
Sony Ericsson,35260202,Sony Ericsson J120
Konka,35261401,Konka KD39
Panasonic,35263100,Panasonic G51
Huawei,35263202,Huawei U1300
Telit,35263602,Telit EZ-864 PRO
Sony Ericsson,35263603,Sony Ericsson W890
LG,35263901,LG Chocolate
Samsung,35264103,Samsung SGH GT-S5600
Samsung,35265102,Samsung SGH-M310
Samsung,35265202,Samsung SGH-B300
Samsung,35265302,Samsung SGH-M200
LG,35265802,LG TU515
Sagem,35265901,Sagem my202C
Samsung,35266001,Samsung SGH-E790
BenQ,35267000,BenQ CEC T668
Sony Ericsson,35268200,Sony Ericsson K510
Sony Ericsson,35268302,Sony Ericsson W910
Samsung,35268501,Samsung SGH-X507
BenQ,35268600,BenQ 56D77
ZTE,35268701,ZTE A37
LG,35269101,LG KG110
Samsung,35269302,Samsung SGH-J700
Samsung,35269501,Samsung SGH-Z360
Samsung,35269502,Samsung SGH-J150
Palm,35269901,Palm Treo 750
Sony Ericsson,35270402,Sony Ericsson W380
Palm,35270501,Palm Treo 680
Samsung,35271101,Samsung SGH-C417
Sony Ericsson,35272502,Sony Ericsson W610
Sony Ericsson,35273302,Sony Ericsson K550
LG,35273603,LG KP106
Samsung,35274703,Samsung SGH-J700
Philips,35277300,Philips 755
Philips,35277801,Philips S220
LG,35277901,LG KG118
LG,35278702,LG KF300
LG,35278801,LG U400
Samsung,35279401,Samsung i607 BlackJack
ZTE,35280702,ZTE Vodafone 125
LG,35281801,LG U310
Samsung,35281902,Samsung SGH-I900 Omnia
LG,35282103,LG KP500 Cookie
Samsung,35282603,Samsung M7600 Beat DJ
LG,35282701,LG KG200
Samsung,35282902,Samsung i907 Epix
Sony Ericsson,35283403,Sony Ericsson G502
Huawei,35283503,Huawei E169
Siemens,35283600,Siemens T60
Siemens,35283700,Siemens T60
Sony Ericsson,35283701,Sony Ericsson Z610i
Alcatel,35284601,Alcatel One Touch E220
LG,35284602,LG CU720 Shine
Alcatel,35284701,Alcatel One Touch E225
Samsung,35285202,Samsung SGH-F250
LG,35285301,LG TU500
BlackBerry,35285501,BlackBerry Blackberry 8700g
HTC,35286201,HTC P4350 Herald
Sony Ericsson,35286301,Sony Ericsson W950
LG,35286302,LG KG275
Sony Ericsson,35286401,Sony Ericsson W950
Toshiba,35286501,Toshiba 705T
NEC,35287601,NEC KMP7L1A1-3A
Sharp,35287801,Sharp SH903iTV
Lenovo,35288000,Lenovo ET280
Fujitsu,35288401,Fujitsu F904i
NEC,35288501,NEC KMP7L1A1-3A
Panasonic,35288601,Panasonic Softbank 706P
Samsung,35288902,Samsung SGH-F400
Sharp,35289001,Sharp SH903i
NEC,35289101,NEC N900iG
Samsung,35290101,Samsung SGH-T619
Samsung,35290301,Samsung SGH-T639
Samsung,35290401,Samsung SGH-T619
Nokia,35292002,Nokia 6085
Samsung,35295902,Samsung SGH-M610
ZTE,35296203,ZTE SFR-342
Sony Ericsson,35296503,Sony Ericsson W595
Sony Ericsson,35296603,Sony Ericsson W595
Sony Ericsson,35297202,Sony Ericsson S500
Sony Ericsson,35297302,Sony Ericsson W580
LG,35297702,LG KG375
Samsung,35299901,Samsung SoftBank 707SC
Motorola,35300501,Motorola V365
Samsung,35300502,Samsung SGH-U600
LG,35302302,LG KF510
Motorola,35302501,Motorola Z3
Samsung,35303701,Samsung SGH-X540
Alcatel,35305102,Alcatel One Touch V670
Amoi,35305501,Amoi A628
Samsung,35305603,Samsung SGH-F480
Samsung,35305702,Samsung SGH-A561
Huawei,35305802,Huawei E169
Samsung,35306103,Samsung T459 Gravity
Sony Ericsson,35306202,Sony Ericsson W380
Sony Ericsson,35306302,Sony Ericsson Z555
Sagem,35306402,Sagem my310X
UTStarcom,35306701,UTStarcom GPRS779
BenQ,35307300,BenQ S660C
Samsung,35307302,Samsung SGH-U700
Samsung,35307502,Samsung SGH-i450
Nokia,35308302,Nokia 2626
Nokia,35308502,Nokia 6085
Nokia,35308602,Nokia 3110 classic
Nokia,35308702,Nokia 5200
Nokia,35309402,Nokia N95
BenQ,35309700,BenQ S620i
Samsung,35310301,Samsung SGH-A707
Samsung,35310401,Samsung SGH-Z560
Sony Ericsson,35311003,Sony Ericsson C905
Samsung,35311201,Samsung SGH-D406
Sony Ericsson,35311601,Sony Ericsson J100
BenQ,35312700,BenQ P30
BenQ,35312800,BenQ P30
Samsung,35313801,Samsung SGH-I600
Nokia,35314003,Nokia 5800 XpressMusic
LG,35314201,LG U830
Huawei,35314203,Huawei E155x
Huawei,35314303,Huawei E155x
Siemens,35314400,Siemens ST55
Huawei,35314403,Huawei E175x
Sony Ericsson,35315302,Sony Ericsson K810
Sony Ericsson,35316502,Sony Ericsson Z770i
Sony Ericsson,35316902,Sony Ericsson Z780i
Samsung,35318002,Samsung SGH-T339
HTC,35318802,HTC P3702 Victor Touch Diamond
HTC,35319002,HTC P3702 Victor Touch Diamond
Sony Ericsson,35319302,Sony Ericsson Z555
LG,35320302,LG KM380
Lenovo,35320402,Lenovo I327
Alcatel,35320501,Alcatel One Touch C701
Samsung,35320502,Samsung U900 Soul
Alcatel,35320601,Alcatel One Touch C717
BenQ,35320700,BenQ A500
Samsung,35321001,Samsung SGH-E890
Samsung,35321101,Samsung SCH-W531
BenQ,35321800,BenQ Z150
BenQ,35323200,BenQ S670C
BenQ,35323300,BenQ S670C
BenQ,35323400,BenQ S670C
BenQ,35323500,BenQ S670C
Samsung,35324402,Samsung SGH-E251
LG,35324403,LG GT365 Neon
Motorola,35325502,Motorola V3i
Motorola,35325702,Motorola W510
Motorola,35325802,Motorola W510
Motorola,35325902,Motorola W510
Motorola,35326202,Motorola L2
Motorola,35326402,Motorola W270
Motorola,35326702,Motorola RAZR2 V9
Motorola,35326802,Motorola RAZR2 V9
Sony Ericsson,35327602,Sony Ericsson Z310
Huawei,35328402,Huawei E169
Motorola,35329201,Motorola RAZR V3xx
Samsung,35329402,Samsung SGH-J700
Samsung,35329802,Samsung SGH-F490
Samsung,35330601,Samsung SGH-i718
Samsung,35331202,Samsung SGH-J600
Sony Ericsson,35331601,Sony Ericsson K310
Samsung,35331801,Samsung SGH-E490
ZTE,35332102,ZTE MF622
Palmax,35332600,Palmax TG5E
Samsung,35332902,Samsung SGH-L760
Samsung,35335001,Samsung SGH-I600
Nokia,35335100,Nokia RH-26
LG,35335702,LG KF700
LG,35335802,LG KT520
LG,35335902,LG KF750 Secret
LG,35336002,LG KF755 Secret
Nokia,35336400,Nokia 6108
Samsung,35337303,Samsung SGH-C3010
Lenovo,35337901,Lenovo Lenovo E200
Samsung,35338502,Samsung SGH-J700
Samsung,35338901,Samsung SCH-I830
HTC,35340401,HTC P3300 Artemis
Sony Ericsson,35340501,Sony Ericsson Z558
Sony Ericsson,35341102,Sony Ericsson T280
Samsung,35342102,Samsung L810v Steel
Sony Ericsson,35342202,Sony Ericsson T280
LG,35342501,LG KE260
LG,35342601,LG KE850 Prada
BenQ,35343500,BenQ J11
Huawei,35343502,Huawei K3715
BlackBerry,35343901,BlackBerry Blackberry 8707v
Samsung,35343902,Samsung SGH-E250
Samsung,35344102,Samsung SGH-E250
Sony Ericsson,35344602,Sony Ericsson A2
Sony Ericsson,35344702,Sony Ericsson S500
Sony Ericsson,35344802,Sony Ericsson W580
Sony Ericsson,35344902,Sony Ericsson T250
Samsung,35345201,Samsung SGH-E250
Panasonic,35345300,Panasonic X300
Samsung,35346301,Samsung SGH-E250
Palmax,35346500,Palmax TG7
Alcatel,35346702,Alcatel One Touch E101
BlackBerry,35347103,BlackBerry BlackBerry Curve 8900
Huawei,35347402,Huawei EG162G
Samsung,35349401,Samsung SGH-E590
Samsung,35349601,Samsung SGH-E830
Sony Ericsson,35350002,Sony Ericsson K530i
Panasonic,35350100,Panasonic GD55
Sony Ericsson,35350501,Sony Ericsson Z550a
Sony Ericsson,35350601,Sony Ericsson K750
Samsung,35350901,Samsung SGH-X550
Nokia,35350902,Nokia 3110 classic
ZTE,35355203,ZTE MF626
Samsung,35356602,Samsung SGH-L760
ZTE,35356693,ZTE X761
Panasonic,35356900,Panasonic GD55
Samsung,35358203,Samsung SGH-C3050
BenQ,35359600,BenQ M100
Sony Ericsson,35360100,Sony Ericsson T630
Motorola,35360401,Motorola A1200 Ming
Samsung,35360402,Samsung SGH-B100
LG,35361202,LG KG270
Sagem,35362302,Sagem my421z
Ericsson,35362602,Ericsson FWT 35
Sony Ericsson,35362603,Sony Ericsson C902
Sony Ericsson,35362703,Sony Ericsson K770i
LG,35363802,LG KU990 Viewty
LG,35363803,LG GW520
Nokia,35366601,Nokia N70
Samsung,35366602,Samsung SGH-L760
Nokia,35366701,Nokia N72
Samsung,35366702,Samsung SGH-B100
Nokia,35366801,Nokia 2610
Nokia,35366901,Nokia 2610
Nokia,35367001,Nokia 1110
Samsung,35367002,Samsung SGH-F480
Samsung,35367102,Samsung SGH-C260
Samsung,35367502,Samsung SGH-J600
Sharp,35368001,Sharp GX29
Sharp,35368101,Sharp SH904i
Sharp,35368202,Sharp 923SH
Sharp,35369001,Sharp SH905i
Samsung,35370101,Samsung SGH-E480
Samsung,35371201,Samsung SGH-C140
Pantech,35372501,Pantech U-4000
Sony Ericsson,35373602,Sony Ericsson W580
Sony Ericsson,35373802,Sony Ericsson S500
Samsung,35374002,Samsung SGH-J700
Samsung,35374202,Samsung SGH-E215
BlackBerry,35376301,BlackBerry Blackberry 8820
Huawei,35376303,Huawei E160
Nokia,35378400,Nokia 3120
Sony Ericsson,35378401,Sony Ericsson K310
Sony Ericsson,35379003,Sony Ericsson T303
Sony Ericsson,35379602,Sony Ericsson W200
Sony Ericsson,35379702,Sony Ericsson C902
Sony Ericsson,35379802,Sony Ericsson C902
Bird,35380101,Bird D736
Sony Ericsson,35381201,Sony Ericsson K610
Cinterion,35381401,Cinterion XT75
Samsung,35382601,Samsung SGH-Z240
BenQ,35382700,BenQ CEC E2808
Sony Ericsson,35383202,Sony Ericsson W580
Samsung,35383401,Samsung SGH-T339
LG,35383402,LG KC550
Alcatel,35383501,Alcatel One Touch E207
Alcatel,35383601,Alcatel One Touch E101
Alcatel,35383901,Alcatel One Touch E201
Alcatel,35384202,Alcatel One Touch B331
Samsung,35384601,Samsung SGH-E360
Fly Mobile,35385202,Fly Mobile SL500i
Sagem,35385901,Sagem my400C
Huawei,35386301,Huawei E660A
Samsung,35386502,Samsung SGH-U900
Samsung,35386702,Samsung SGH-C140
Huawei,35387003,Huawei E156
Huawei,35387102,Huawei E160
Samsung,35388202,Samsung SGH-G600
Samsung,35388302,Samsung SGH-U700
Philips,35388500,Philips 162
Sony Ericsson,35388602,Sony Ericsson G900
Sony Ericsson,35388702,Sony Ericsson G700
Sony Ericsson,35389002,Sony Ericsson W580
Siemens,35389100,Siemens SF65
Samsung,35389801,Samsung SGH-A727
Samsung,35390302,Samsung SGH-F250
Panasonic,35390600,Panasonic A100
BlackBerry,35390603,BlackBerry Blackberry 8520
Motorola,35391501,Motorola ROKR Z6
Motorola,35393400,Motorola RAZR V3i
BenQ,35394700,BenQ A500
Panasonic,35394900,Panasonic A100
Sony Ericsson,35395703,Sony Ericsson W508
Sony Ericsson,35395803,Sony Ericsson W508
Motorola,35397602,Motorola Q 11
BenQ,35397900,BenQ A500
Motorola,35397902,Motorola V180
BenQ,35398000,BenQ Z150
Motorola,35398002,Motorola ROKR E8
BenQ,35398100,BenQ S700
Motorola,35398202,Motorola W510
Sony Ericsson,35398303,Sony Ericsson S500
Sony Ericsson,35398403,Sony Ericsson W715
Motorola,35398502,Motorola RAZR2 V9
Motorola,35398802,Motorola RAZR V3i
Motorola,35399002,Motorola KRZR K1
Motorola,35399102,Motorola KRZR K1
Motorola,35399302,Motorola W156
Motorola,35399402,Motorola RAZR2 V9
Motorola,35399602,Motorola ROKR Z6
Motorola,35399702,Motorola ROKR Z6
Samsung,35399901,Samsung SGH-C170
Motorola,35399902,Motorola KRZR K1
Samsung,35400401,Samsung SGH-E256
BlackBerry,35400502,BlackBerry Blackberry Curve 8310
Vodafone,35400703,Vodafone 541
Sony Ericsson,35400803,Sony Ericsson C510
BenQ,35401600,BenQ GX100
BenQ,35401700,BenQ XBR139
Alcatel,35402902,Alcatel One Touch V570
Sony Ericsson,35404002,Sony Ericsson Z310
Panasonic,35404800,Panasonic X300
ZTE,35404801,ZTE A39
Panasonic,35404900,Panasonic X300
LG,35405002,LG HB620T
LG,35405203,LG KP502 Cookie
ZTE,35407802,ZTE Vodafone 225
Sony Ericsson,35407903,Sony Ericsson W910
Samsung,35409302,Samsung SGH-F480
Samsung,35409402,Samsung SGH-A737
Cinterion,35411401,Cinterion HC25
Huawei,35413702,Huawei E220
Innostream,35414900,Innostream INNO 50
Samsung,35415500,Samsung SGH-X120
Sony Ericsson,35415501,Sony Ericsson J100
Nokia,35416602,Nokia 1200
Sony Ericsson,35417303,Sony Ericsson W350
Samsung,35417701,Samsung SGH-F310 B+O Serenata
Nokia,35418802,Nokia 1680 classic
Bird,35420600,Bird S570
Samsung,35420702,Samsung SGH-J700
Samsung,35420801,Samsung SGH-C160
Amoi,35422202,Amoi WP-S2
Samsung,35422301,Samsung SGH-T329
Samsung,35422401,Samsung SGH-E200
Sony Ericsson,35422500,Sony Ericsson F500i
Sony Ericsson,35422600,Sony Ericsson K500
Sony Ericsson,35422800,Sony Ericsson K500
Sony Ericsson,35423000,Sony Ericsson K500
Sony Ericsson,35423200,Sony Ericsson K500
Samsung,35423703,Samsung SGH-E1310b
LG,35423902,LG KF310
Samsung,35425802,Samsung SGH-J700
Samsung,35426501,Samsung SGH-E370
Huawei,35426802,Huawei V830
Sony Ericsson,35426901,Sony Ericsson W200
Sony Ericsson,35427001,Sony Ericsson W200
Sony Ericsson,35427102,Sony Ericsson K800
Sony Ericsson,35427803,Sony Ericsson C903
LG,35428402,LG KT610
LG,35428502,LG KF390
BlackBerry,35429202,BlackBerry 8830 World Edition
LG,35429600,LG U8120
Huawei,35430002,Huawei E160
Samsung,35431601,Samsung SGH-E210
Samsung,35431701,Samsung SGH-C260
Samsung,35432102,Samsung SGH-T919 Behold
Samsung,35432201,Samsung SGH-E370
Sony Ericsson,35433302,Sony Ericsson K550
Samsung,35434902,Samsung SGH-P270
Samsung,35435002,Samsung SGH-F250
Sony Ericsson,35435102,Sony Ericsson Z555
Sony Ericsson,35438702,Sony Ericsson C702
Sony Ericsson,35438802,Sony Ericsson W350
Sony Ericsson,35438902,Sony Ericsson W350
ZTE,35440002,ZTE RL400
Samsung,35440102,Samsung SGH-D980
LG,35440601,LG KU970 Shine
Haier,35440701,Haier T60
Sony Ericsson,35441102,Sony Ericsson C702
Sony Ericsson,35441202,Sony Ericsson W760
Sony Ericsson,35441402,Sony Ericsson K850
Palm,35442700,Palm Treo 650
Sony Ericsson,35443202,Sony Ericsson W910
Nokia,35443701,Nokia 1208
Huawei,35444101,Huawei E800
Samsung,35444601,Samsung SGH-X680
Toshiba,35446001,Toshiba G500
Samsung,35446202,Samsung SGH-D780
Samsung,35446502,Samsung SGH-I780
Samsung,35446503,Samsung SGH-T559
Sony Ericsson,35446800,Sony Ericsson K700i
Haier,35447401,Haier HG-A8
Samsung,35448100,Samsung SGH-D300
Samsung,35448300,Samsung SGH-C100
Huawei,35448302,Huawei E170
Motorola,35448502,Motorola ROKR EM28 EM330
Motorola,35450301,Motorola RAZR2 V9
Motorola,35450401,Motorola RIZR Z8
Sony Ericsson,35451300,Sony Ericsson S700i
Sony Ericsson,35451400,Sony Ericsson S700i
Samsung,35452202,Samsung SGH-S7330
Samsung,35452302,Samsung SGH-D880
Samsung,35452402,Samsung SGH-D880
Sony Ericsson,35452502,Sony Ericsson R300 Radio
Sony Ericsson,35452602,Sony Ericsson W380
Sony Ericsson,35452700,Sony Ericsson T630
Sony Ericsson,35452702,Sony Ericsson W380
BlackBerry,35452900,BlackBerry Blackberry 7100t
Sony Ericsson,35454500,Sony Ericsson P910
Alcatel,35454502,Alcatel One Touch C701
Sony Ericsson,35454700,Sony Ericsson S700i
Samsung,35454902,Samsung i8510 INNOV8
Sagem,35455702,Sagem my230V
Samsung,35455803,Samsung SGH-E250I
CEC,35456500,CEC CECT U8800
Sony Ericsson,35457202,Sony Ericsson R300 Radio
Samsung,35457601,Samsung SGH-E740
BlackBerry,35458001,BlackBerry Blackberry Pearl 8100
Huawei,35459500,Huawei D618
Samsung,35461001,Samsung SGH-X510
Sony Ericsson,35461002,Sony Ericsson G502
Sony Ericsson,35462501,Sony Ericsson W710
Sony Ericsson,35462601,Sony Ericsson Z710
Samsung,35462602,Samsung SGH-B320
Samsung,35462702,Samsung M3510 Beat b
LG,35463102,LG KU380
Samsung,35463401,Samsung SGH-X830
Sony Ericsson,35463801,Sony Ericsson K610
Sony Ericsson,35463901,Sony Ericsson V600
Sony Ericsson,35464001,Sony Ericsson Z310
Samsung,35464002,Samsung SGH-M150
Sony Ericsson,35464801,Sony Ericsson W888
Sagem,35464902,Sagem Vodafone 533
HTC,35465000,HTC Qtek 8020
Huawei,35465201,Huawei E270
Motorola,35465302,Motorola RAZR2 V9
Motorola,35465602,Motorola C168i
Motorola,35465702,Motorola V557
Innostream,35465800,Innostream OKWAP A361
Motorola,35465802,Motorola W375
Motorola,35465902,Motorola RAZR V3
Motorola,35466002,Motorola RAZR V3
Motorola,35466102,Motorola W510
Motorola,35466202,Motorola W510
Motorola,35466302,Motorola RAZR V3
Samsung,35466401,Samsung SGH-C260
Motorola,35466402,Motorola V3_06
Motorola,35466502,Motorola RAZR V3i
Motorola,35466702,Motorola KRZR K1
Motorola,35466802,Motorola RAZR V3
Motorola,35466902,Motorola V360
Sony Ericsson,35467001,Sony Ericsson Z310
Motorola,35467102,Motorola PEBL U6
BlackBerry,35467201,BlackBerry Blackberry 8800
Motorola,35467202,Motorola RAZR V3
LG,35468502,LG KE970 Shine
Newgen Telecom,35469000,Newgen Telecom C800
Sony Ericsson,35469101,Sony Ericsson K510
Sony Ericsson,35469201,Sony Ericsson K310
LG,35469303,LG KU990 Viewty
LG,35470101,LG KG110
Samsung,35471002,Samsung SGH-C520
Samsung,35471400,Samsung SGH-C200
Samsung,35471500,Samsung SGH-C200
Samsung,35471902,Samsung i907 Epix
Samsung,35473102,Samsung SGH-I617 BlackJack2
Samsung,35473202,Samsung SGH-E250
Samsung,35473501,Samsung SGH-J750
LG,35473801,LG KU580
Samsung,35475802,Samsung SGH-M310
Samsung,35475902,Samsung SGH-M310
Samsung,35476002,Samsung SGH-E250
Motorola,35476200,Motorola V300
Huawei,35476503,Huawei E160
BenQ,35476800,BenQ P50
ZTE,35476901,ZTE AIKO 78G-8
Sony Ericsson,35476902,Sony Ericsson W880
Motorola,35478001,Motorola C139
Motorola,35478101,Motorola RAZR V3
Motorola,35478201,Motorola C139
Motorola,35478301,Motorola ROKR E6e
Motorola,35478401,Motorola W220
Motorola,35478601,Motorola V360
Motorola,35478701,Motorola MOTOFONE F3
Motorola,35478801,Motorola SLVR L72 L9
Motorola,35478901,Motorola KRZR K1
Motorola,35479001,Motorola C168i
Motorola,35479101,Motorola C113
Motorola,35479201,Motorola PEBL U6
Motorola,35479301,Motorola V980
Motorola,35479401,Motorola PEBL U6
Motorola,35479801,Motorola RAZR V3
Sony Ericsson,35479802,Sony Ericsson P1
Motorola,35479901,Motorola L2
Sony Ericsson,35479902,Sony Ericsson W760
Motorola,35480001,Motorola PEBL U6
Nokia,35480301,Nokia N73
Nokia,35480401,Nokia N73
Nokia,35480501,Nokia N73
Sony Ericsson,35480502,Sony Ericsson W890
HTC,35481900,HTC Magician
Nokia,35485001,Nokia 1110
Samsung,35485701,Samsung SGH-C266
Nokia,35486102,Nokia 2630
Samsung,35486200,Samsung SGH-E630
Nokia,35486602,Nokia 1208
Nokia,35486902,Nokia 1650
Nokia,35487002,Nokia 1650
Nokia,35487102,Nokia 1200
Nokia,35487202,Nokia 1200
Nokia,35487302,Nokia 1200
Nokia,35487403,Nokia 1200
Nokia,35487602,Nokia 1200
Nokia,35487702,Nokia 1200
Motorola,35487802,Motorola ROKR E8
BlackBerry,35487901,BlackBerry Blackberry Pearl 8100
Motorola,35488302,Motorola W5
Motorola,35488502,Motorola ROKR Z6
Motorola,35488702,Motorola RAZR2 V9
Motorola,35488802,Motorola RAZR V3i
Samsung,35488901,Samsung SGH-Z170
Samsung,35489001,Samsung SGH-D900i
Motorola,35489102,Motorola ROKR Z6
Motorola,35489202,Motorola PEBL U6
Motorola,35489302,Motorola PEBL U6
Sony Ericsson,35489401,Sony Ericsson W610
Motorola,35489502,Motorola KRZR K1
Motorola,35489602,Motorola KRZR K1
Motorola,35489702,Motorola KRZR K1
Motorola,35489802,Motorola MQ4-4411E11
Alcatel,35490001,Alcatel One Touch E221
Motorola,35490002,Motorola RAZR2 V9
Motorola,35490202,Motorola W510
